position,balance,price
16,-3638.986500000002,228.5036
15,-3410.3531000000016,228.6334
16,-3638.7669000000014,228.4138
17,-3867.1063000000013,228.3394
16,-3638.596100000001,228.5102
15,-3410.085900000001,228.5102
16,-3638.521200000001,228.4353
17,-3866.900100000001,228.37890000000002
18,-4095.133700000001,228.2336
19,-4323.280100000001,228.1464
20,-4551.443800000001,228.1637
21,-4779.546900000001,228.1031
20,-4551.3101000000015,228.2368
19,-4323.073300000002,228.2368
20,-4551.209000000002,228.1357
21,-4779.341400000002,228.13240000000002
22,-5007.4738000000025,228.13240000000002
23,-5235.424100000003,227.9503
24,-5463.374400000003,227.9503
25,-5691.074200000004,227.6998
26,-5918.774000000004,227.6998
27,-6146.444100000004,227.6701
28,-6374.1142000000045,227.6701
27,-6146.350500000004,227.7637
26,-5918.3907000000045,227.9598
27,-6146.127700000005,227.737
28,-6373.864700000005,227.737
29,-6601.491500000005,227.6268
30,-6829.118300000005,227.6268
31,-7056.689600000004,227.5713
32,-7284.260900000004,227.5713
33,-7511.690800000004,227.4299
34,-7739.120700000004,227.4299
35,-7966.370500000004,227.2498
36,-8193.620300000004,227.2498
37,-8420.648200000003,227.02790000000002
38,-8647.676100000002,227.02790000000002
39,-8874.782900000002,227.1068
40,-9101.851100000002,227.06820000000002
41,-9328.832400000001,226.9813
42,-9555.759900000001,226.9275
41,-9328.714000000002,227.0459
40,-9101.668100000003,227.0459
39,-8874.527000000002,227.1411
38,-8647.385900000001,227.1411
37,-8420.227400000002,227.1585
36,-8193.068900000002,227.1585
37,-8420.049800000003,226.9809
38,-8646.905100000002,226.8553
39,-8873.706700000002,226.8016
40,-9100.367500000002,226.6608
41,-9326.920900000003,226.5534
42,-9553.426800000003,226.5059
41,-9326.798900000003,226.62789999999998
40,-9100.171000000004,226.62789999999998
39,-8873.442700000003,226.7283
38,-8646.714400000003,226.7283
37,-8420.036000000002,226.67839999999998
38,-8646.638700000001,226.6027
39,-8873.180800000002,226.5421
40,-9099.710700000001,226.5299
41,-9326.240600000001,226.5299
40,-9099.5586,226.682
39,-8872.8766,226.682
38,-8646.079899999999,226.7967
37,-8419.283199999998,226.7967
36,-8192.408399999998,226.8748
35,-7965.533599999999,226.8748
34,-7738.682499999999,226.8511
33,-7511.831399999999,226.8511
32,-7284.952699999999,226.8787
31,-7058.073999999999,226.8787
30,-6831.146599999999,226.9274
29,-6604.2192,226.9274
28,-6377.1287999999995,227.0904
27,-6150.0383999999995,227.0904
26,-5922.910999999999,227.1274
25,-5695.783599999999,227.1274
24,-5468.619199999999,227.1644
25,-5695.549399999999,226.9302
26,-5922.447499999999,226.8981
27,-6149.295099999999,226.8476
26,-5922.329299999999,226.9658
25,-5695.3634999999995,226.9658
24,-5468.4277999999995,226.9357
25,-5695.302299999999,226.8745
26,-5922.176799999999,226.8745
25,-5695.209499999999,226.9673
26,-5922.087799999999,226.8783
27,-6148.9661,226.8783
26,-5922.002399999999,226.9637
27,-6148.8868999999995,226.8845
26,-5921.913799999999,226.9731
25,-5694.940699999999,226.9731
24,-5467.895799999999,227.04489999999998
23,-5240.8508999999995,227.04489999999998
24,-5467.789099999999,226.9382
25,-5694.722399999999,226.9333
24,-5467.758199999998,226.9642
23,-5240.797199999998,226.96099999999998
22,-5013.785899999998,227.0113
21,-4786.774599999998,227.0113
20,-4559.7446999999975,227.0299
19,-4332.714799999998,227.0299
20,-4559.688099999998,226.9733
21,-4786.597499999998,226.9094
22,-5013.471299999998,226.87380000000002
23,-5240.346599999998,226.8753
24,-5467.221899999998,226.8753
25,-5693.9946999999975,226.77280000000002
26,-5920.767499999997,226.77280000000002
27,-6147.484399999998,226.7169
28,-6374.201299999998,226.7169
29,-6600.915799999998,226.71450000000002
30,-6827.466099999998,226.5503
31,-7053.864099999998,226.398
32,-7280.205299999998,226.34120000000001
33,-7506.561199999997,226.3559
32,-7280.159399999998,226.4018
31,-7053.757599999998,226.4018
30,-6827.355899999998,226.4017
29,-6600.926399999998,226.4295
28,-6374.496899999997,226.4295
27,-6148.051699999997,226.4452
26,-5921.606499999997,226.4452
27,-6148.010099999997,226.4036
26,-5921.569099999997,226.441
25,-5695.128099999997,226.441
26,-5921.522799999997,226.3947
25,-5695.106799999997,226.416
26,-5921.489499999997,226.3827
27,-6147.872199999997,226.3827
28,-6374.206099999997,226.3339
29,-6600.380599999997,226.1745
30,-6826.562699999997,226.1821
31,-7052.715499999997,226.1528
30,-6826.5085999999965,226.2069
29,-6600.301699999996,226.2069
30,-6826.416699999996,226.115
31,-7052.445999999996,226.0293
30,-6826.367899999997,226.0781
31,-7052.443799999996,226.07590000000002
32,-7278.4240999999965,225.9803
33,-7504.404399999997,225.9803
34,-7730.394799999996,225.9904
35,-7956.385199999996,225.9904
34,-7730.370599999996,226.0146
33,-7504.318999999996,226.0516
32,-7278.133699999996,226.18529999999998
31,-7051.823499999996,226.3102
30,-6825.408999999996,226.4145
29,-6598.983099999996,226.42589999999998
28,-6372.427399999996,226.5557
27,-6145.720099999996,226.7073
26,-5918.877499999996,226.8426
25,-5692.034899999996,226.8426
24,-5465.154299999996,226.8806
23,-5238.273699999995,226.8806
22,-5011.403299999995,226.8704
21,-4784.532899999996,226.8704
20,-4557.515999999996,227.0169
19,-4330.499099999996,227.0169
18,-4103.361799999996,227.13729999999998
17,-3876.224499999996,227.13729999999998
16,-3649.053299999996,227.1712
15,-3421.882099999996,227.1712
14,-3194.5747999999962,227.3073
13,-2967.2674999999963,227.3073
12,-2739.924799999996,227.3427
11,-2512.584899999996,227.3399
10,-2285.2449999999963,227.3399
9,-2057.8178999999964,227.4271
8,-1830.3484999999964,227.4694
7,-1602.7881999999963,227.56029999999998
6,-1375.2278999999962,227.56029999999998
5,-1147.6300999999962,227.5978
6,-1375.1763999999962,227.5463
7,-1602.6696999999963,227.4933
8,-1830.1538999999964,227.48420000000002
7,-1602.6165999999964,227.5373
8,-1829.9839999999965,227.3674
9,-2057.3513999999964,227.3674
10,-2284.6731999999965,227.3218
9,-2057.2448999999965,227.4283
8,-1829.8165999999965,227.4283
7,-1602.3296999999966,227.4869
6,-1374.8427999999967,227.4869
7,-1602.2515999999966,227.4088
8,-1829.6603999999966,227.4088
9,-2057.0036999999966,227.3433
10,-2284.3469999999966,227.3433
11,-2511.6951999999965,227.3482
10,-2284.3268999999964,227.3683
9,-2056.9212999999963,227.4056
8,-1829.5156999999963,227.4056
9,-2056.8009999999963,227.2853
10,-2284.0185999999962,227.2176
11,-2511.1905999999963,227.172
12,-2738.350599999996,227.16
13,-2965.358199999996,227.0076
14,-3192.380599999996,227.0224
15,-3419.388099999996,227.0075
16,-3646.226399999996,226.8383
17,-3872.960399999996,226.734
18,-4099.651499999996,226.6911
19,-4326.3408999999965,226.6894
20,-4552.969999999997,226.6291
19,-4326.293399999997,226.6766
18,-4099.5719999999965,226.7214
17,-3872.8505999999966,226.7214
16,-3646.0892999999965,226.7613
15,-3419.3279999999963,226.7613
14,-3192.5620999999965,226.7659
13,-2965.7961999999966,226.7659
12,-2738.9832999999967,226.81289999999998
11,-2512.170399999997,226.81289999999998
10,-2285.3364999999967,226.8339
9,-2058.4492999999966,226.8872
8,-1831.4042999999965,227.045
7,-1604.3214999999966,227.0828
6,-1377.2386999999967,227.0828
5,-1150.0936999999967,227.14499999999998
4,-922.9486999999967,227.14499999999998
3,-695.8052999999968,227.14339999999999
2,-468.6603999999968,227.1449
1,-241.45969999999681,227.20069999999998
0,-14.258999999996831,227.20069999999998
1,-241.42879999999684,227.1698
2,-468.5198999999968,227.0911
3,-695.5872999999968,227.0674
4,-922.6435999999968,227.0563
3,-695.5763999999969,227.06719999999999
2,-468.42279999999687,227.15359999999998
1,-241.26919999999689,227.15359999999998
0,-14.11749999999688,227.1517
-1,213.15730000000312,227.2748
-2,440.4321000000031,227.2748
-3,667.7083000000031,227.2762
-4,894.9845000000031,227.2762
-5,1122.286100000003,227.3016
-6,1349.587700000003,227.3016
-7,1576.891300000003,227.3036
-6,1349.701200000003,227.1901
-5,1122.668600000003,227.0326
-4,895.7501000000029,226.9185
-3,668.8316000000029,226.9185
-2,441.8516000000029,226.98000000000002
-1,214.8793000000029,226.97230000000002
0,-12.037699999997102,226.917
1,-238.9546999999971,226.917
2,-465.8023999999971,226.8477
3,-692.6500999999971,226.8477
4,-919.5292999999971,226.8792
3,-692.4716999999971,227.0576
4,-919.4266999999971,226.955
5,-1146.3816999999972,226.955
6,-1373.3452999999972,226.9636
7,-1600.2830999999971,226.9378
8,-1827.220899999997,226.9378
7,-1600.213099999997,227.0078
8,-1827.173599999997,226.9605
9,-2054.134099999997,226.9605
10,-2281.093799999997,226.9597
11,-2508.010699999997,226.9169
12,-2734.9275999999973,226.9169
13,-2961.810199999997,226.8826
14,-3188.692799999997,226.8826
13,-2961.760899999997,226.93189999999998
14,-3188.637999999997,226.8771
15,-3415.5150999999973,226.8771
16,-3642.3838999999975,226.8688
17,-3869.2526999999977,226.8688
18,-4096.107399999998,226.8547
19,-4322.962099999998,226.8547
18,-4096.035499999998,226.9266
19,-4322.909099999998,226.8736
20,-4549.782699999998,226.8736
21,-4776.469399999998,226.6867
22,-5003.156099999998,226.6867
23,-5229.611499999998,226.4554
24,-5456.066899999998,226.4554
25,-5682.638599999998,226.5717
26,-5909.192699999999,226.5541
27,-6135.734599999999,226.5419
26,-5909.076299999999,226.6583
25,-5682.424199999999,226.6521
24,-5455.717999999999,226.7062
23,-5229.011799999999,226.7062
22,-5002.296799999999,226.715
21,-4775.581799999999,226.715
20,-4548.778899999999,226.8029
19,-4321.976,226.8029
18,-4095.1461999999997,226.8298
17,-3868.3163999999997,226.8298
16,-3641.4910999999997,226.8253
17,-3868.2996999999996,226.8086
16,-3641.4877999999994,226.8119
15,-3414.6603999999993,226.82739999999998
14,-3187.7456999999995,226.91469999999998
13,-2960.7850999999996,226.9606
14,-3187.6222,226.8371
15,-3414.3687999999997,226.7466
16,-3641.0757,226.70690000000002
17,-3867.615,226.5393
18,-4094.1126999999997,226.4977
19,-4320.6104,226.4977
18,-4094.0726999999997,226.5377
19,-4320.5037999999995,226.43110000000001
18,-4093.9914999999996,226.51229999999998
17,-3867.4791999999998,226.51229999999998
16,-3640.8567,226.6225
15,-3414.2342,226.6225
14,-3187.5463,226.68789999999998
13,-2960.8584,226.68789999999998
12,-2734.1926000000003,226.6658
11,-2507.5335000000005,226.6591
10,-2280.8044000000004,226.7291
9,-2054.0753000000004,226.7291
8,-1827.3283000000004,226.74699999999999
7,-1600.5813000000003,226.74699999999999
6,-1373.8166000000003,226.7647
5,-1147.0519000000004,226.7647
4,-920.2337000000005,226.8182
3,-693.4155000000005,226.8182
2,-466.5709000000005,226.84459999999999
1,-239.72630000000052,226.84459999999999
0,-12.826500000000522,226.8998
-1,214.07329999999948,226.8998
-2,440.9484999999995,226.8752
-1,214.10459999999952,226.8439
-2,440.98189999999954,226.8773
-3,667.8610999999995,226.8792
-4,894.7518999999995,226.89079999999998
-3,667.9529999999995,226.7989
-2,441.17479999999955,226.7782
-1,214.42259999999953,226.75220000000002
0,-12.33980000000048,226.7624
1,-239.09500000000048,226.7552
2,-465.8227000000005,226.7277
3,-692.5504000000005,226.7277
4,-919.2666000000006,226.71620000000001
5,-1145.9828000000007,226.71620000000001
4,-919.1694000000007,226.8134
3,-692.3609000000007,226.8085
2,-465.5380000000007,226.8229
3,-692.3222000000007,226.7842
4,-919.1064000000008,226.7842
5,-1145.8688000000009,226.7624
6,-1372.631200000001,226.7624
7,-1599.351400000001,226.7202
8,-1826.071600000001,226.7202
9,-2052.743000000001,226.6714
10,-2279.414400000001,226.6714
11,-2506.057000000001,226.64260000000002
12,-2732.6949000000013,226.6379
13,-2959.3328000000015,226.6379
12,-2732.6476000000016,226.6852
11,-2505.9624000000017,226.6852
10,-2279.2286000000017,226.7338
9,-2052.4948000000018,226.7338
8,-1825.7449000000017,226.7499
7,-1598.9950000000017,226.7499
6,-1372.1944000000017,226.8006
5,-1145.3938000000016,226.8006
4,-918.5746000000016,226.8192
3,-691.7554000000016,226.8192
4,-918.4915000000016,226.7361
3,-691.7198000000016,226.77169999999998
2,-464.8943000000015,226.8255
1,-238.06880000000152,226.8255
0,-11.207700000001523,226.8611
-1,215.68709999999848,226.8948
0,-11.174400000001526,226.8615
-1,215.75559999999848,226.93
-2,442.71539999999845,226.9598
-3,669.6918999999984,226.9765
-4,896.6683999999984,226.9765
-5,1123.6891999999984,227.0208
-6,1350.7099999999984,227.0208
-7,1577.8000999999986,227.0901
-8,1804.8901999999985,227.0901
-9,2032.0696999999984,227.1795
-10,2259.2491999999984,227.1795
-11,2486.4832999999985,227.23409999999998
-12,2713.7173999999986,227.23409999999998
-13,2940.9988999999987,227.2815
-14,3168.2803999999987,227.2815
-15,3395.5548999999987,227.2745
-16,3622.8293999999987,227.2745
-17,3850.1193999999987,227.29
-18,4077.4841999999985,227.3648
-19,4304.844899999998,227.3607
-20,4532.205599999998,227.3607
-21,4759.639899999998,227.4343
-20,4532.256999999999,227.3829
-19,4304.904299999998,227.3527
-20,4532.309299999998,227.405
-21,4759.714299999998,227.405
-22,4987.119299999998,227.405
-23,5214.524299999997,227.405
-24,5441.929299999997,227.405
-25,5669.334299999997,227.405
-26,5896.739299999997,227.405
-27,6124.144299999996,227.405
-28,6351.549299999996,227.405
-29,6578.954299999996,227.405
-30,6806.3592999999955,227.405
-31,7033.764299999995,227.405
-32,7261.169299999995,227.405
-33,7488.574299999995,227.405
-34,7715.9792999999945,227.405
-35,7943.384299999994,227.405
-36,8170.789299999994,227.405
-37,8398.194299999994,227.405
-38,8625.599299999994,227.405
-39,8853.004299999995,227.405
-40,9080.409299999996,227.405
-41,9307.814299999996,227.405
-42,9535.219299999997,227.405
-43,9762.624299999998,227.405
-44,9990.029299999998,227.405
-45,10217.434299999999,227.405
-46,10444.8393,227.405
-47,10672.2443,227.405
-48,10899.649300000001,227.405
-49,11127.054300000002,227.405
-50,11354.459300000002,227.405
-51,11581.864300000003,227.405
-52,11809.269300000004,227.405
-53,12036.674300000004,227.405
-54,12264.079300000005,227.405
-55,12491.484300000006,227.405
-56,12718.889300000006,227.405
-57,12946.294300000007,227.405
-58,13173.699300000007,227.405
-59,13401.104300000008,227.405
-60,13628.509300000009,227.405
-61,13855.91430000001,227.405
-62,14083.31930000001,227.405
-63,14310.72430000001,227.405
-64,14538.129300000011,227.405
-65,14765.534300000012,227.405
-66,14992.939300000013,227.405
-67,15220.344300000013,227.405
-68,15447.749300000014,227.405
